word,reading,meaning,level,language,source
田舎,いなか,"rural, countryside",N4,ja,JLPT (open-anki-jlpt-decks)
見つける,みつける,"to discover, to find (v.t.)",N4,ja,JLPT (open-anki-jlpt-decks)
高校生,こうこうせい,high school student,N4,ja,JLPT (open-anki-jlpt-decks)
講義,こうぎ,a lecture,N4,ja,JLPT (open-anki-jlpt-decks)
そんなに,そんなに,"so much, like that",N4,ja,JLPT (open-anki-jlpt-decks)
昼休み,ひるやすみ,"lunch break, noon recess",N4,ja,JLPT (open-anki-jlpt-decks)
忘れ物,わすれもの,"lost article, something forgotten",N4,ja,JLPT (open-anki-jlpt-decks)
下りる,おりる,"to get down, to go; come down",N4,ja,JLPT (open-anki-jlpt-decks)
腕,うで,arm (in reference to body),N4,ja,JLPT (open-anki-jlpt-decks)
訳,わけ,reason; explanation,N4,ja,JLPT (open-anki-jlpt-decks)
承知,しょうちする,"consent, acceptance",N4,ja,JLPT (open-anki-jlpt-decks)
日記,にっき,"diary, journal",N4,ja,JLPT (open-anki-jlpt-decks)
高校; 高等学校,こうこう; こうとうがっこう,high school; senior high school,N4,ja,JLPT (open-anki-jlpt-decks)
似る,にる,"to resemble, to be similar",N4,ja,JLPT (open-anki-jlpt-decks)
～おわる,～おわる,to finish doing ~,N4,ja,JLPT (open-anki-jlpt-decks)
暖房,だんぼう,heating,N4,ja,JLPT (open-anki-jlpt-decks)
留守,るす,absence; not at home,N4,ja,JLPT (open-anki-jlpt-decks)
割合,わりあい,"rate, ratio, percentage",N4,ja,JLPT (open-anki-jlpt-decks)
寺,てら,Buddhist temple,N4,ja,JLPT (open-anki-jlpt-decks)
慣れる,なれる,to grow accustomed to,N4,ja,JLPT (open-anki-jlpt-decks)
普通,ふつう,common; usual,N4,ja,JLPT (open-anki-jlpt-decks)
手伝う,てつだう,to help,N4,ja,JLPT (open-anki-jlpt-decks)
なるほど,なるほど,I see; I now understand,N4,ja,JLPT (open-anki-jlpt-decks)
くださる,くださる,"(hon.) to give, to confer",N4,ja,JLPT (open-anki-jlpt-decks)
息子,むすこ,(humble) son,N4,ja,JLPT (open-anki-jlpt-decks)
お子さん,おこさん,(someone else's) child (polite),N4,ja,JLPT (open-anki-jlpt-decks)
会場,かいじょう,"venue, meeting place",N4,ja,JLPT (open-anki-jlpt-decks)
笑う,わらう,"to laugh, to smile",N4,ja,JLPT (open-anki-jlpt-decks)
運ぶ,はこぶ,"to transport, to carry",N4,ja,JLPT (open-anki-jlpt-decks)
文学,ぶんがく,literature,N4,ja,JLPT (open-anki-jlpt-decks)
光,ひかり,light,N4,ja,JLPT (open-anki-jlpt-decks)
お見舞い,おみまい,"calling on someone who is ill, visit",N4,ja,JLPT (open-anki-jlpt-decks)
席,せき,a seat,N4,ja,JLPT (open-anki-jlpt-decks)
～様,～さま,"Mr., Mrs., Ms.",N4,ja,JLPT (open-anki-jlpt-decks)
ご存じ,ごぞんじ,"knowing, acquaintance",N4,ja,JLPT (open-anki-jlpt-decks)
下る,さがる,"to descend, to drop, to fall",N4,ja,JLPT (open-anki-jlpt-decks)
字,じ,letter; character,N4,ja,JLPT (open-anki-jlpt-decks)
アジア,アジア,Asia,N4,ja,JLPT (open-anki-jlpt-decks)
褒める,ほめる,to praise; to say nice things,N4,ja,JLPT (open-anki-jlpt-decks)
空く,すく,"to be empty (in reference to people), to be less crowded",N4,ja,JLPT (open-anki-jlpt-decks)
あ,あ,Ah,N4,ja,JLPT (open-anki-jlpt-decks)
最も,もっとも,most,N4,ja,JLPT (open-anki-jlpt-decks)
合う,あう,"to fit, to match",N4,ja,JLPT (open-anki-jlpt-decks)
～代,～だい,~ age; period,N4,ja,JLPT (open-anki-jlpt-decks)
最後,さいご,"last, end",N4,ja,JLPT (open-anki-jlpt-decks)
値段,ねだん,price,N4,ja,JLPT (open-anki-jlpt-decks)
退院,たいいんする,leaving hospital,N4,ja,JLPT (open-anki-jlpt-decks)
展覧会,てんらんかい,exhibition,N4,ja,JLPT (open-anki-jlpt-decks)
久しぶり,ひさしぶり,it has been a long time; for the first time in a long time,N4,ja,JLPT (open-anki-jlpt-decks)
カーテン,カーテン,curtain,N4,ja,JLPT (open-anki-jlpt-decks)
汽車,きしゃ,train (steam),N4,ja,JLPT (open-anki-jlpt-decks)
遅れる,おくれる,to (be) become late,N4,ja,JLPT (open-anki-jlpt-decks)
見つかる,みつかる,"to be found (v.i.), to be discovered",N4,ja,JLPT (open-anki-jlpt-decks)
召し上がる,めしあがる,-- honorific form of 食べる (たべる) and 飲む (のむ) --,N4,ja,JLPT (open-anki-jlpt-decks)
太る,ふとる,to gain weight,N4,ja,JLPT (open-anki-jlpt-decks)
注射,ちゅうしゃ,injection,N4,ja,JLPT (open-anki-jlpt-decks)
様,よう,"way, manner, kind",N4,ja,JLPT (open-anki-jlpt-decks)
～おき,～おき,after every ~,N4,ja,JLPT (open-anki-jlpt-decks)
最初,さいしょ,"beginning, first",N4,ja,JLPT (open-anki-jlpt-decks)
御～,ご～,honorable ~,N4,ja,JLPT (open-anki-jlpt-decks)
安心,あんしん,"peace of mind, relief",N4,ja,JLPT (open-anki-jlpt-decks)
直る,なおる,to be fixed,N4,ja,JLPT (open-anki-jlpt-decks)
集める,あつめる,"to collect, to gather (v.t.), to assemble",N4,ja,JLPT (open-anki-jlpt-decks)
直す,なおす,to correct (v.t.); to fix,N4,ja,JLPT (open-anki-jlpt-decks)
続く,つづく,to be continued,N4,ja,JLPT (open-anki-jlpt-decks)
先輩,せんぱい,senior members of a group,N4,ja,JLPT (open-anki-jlpt-decks)
約束,やくそく,"arrangement, appointment, promise",N4,ja,JLPT (open-anki-jlpt-decks)
世話,せわする,looking after; to look after,N4,ja,JLPT (open-anki-jlpt-decks)
近所,きんじょ,neighborhood,N4,ja,JLPT (open-anki-jlpt-decks)
将来,しょうらい,(in the) future; prospects,N4,ja,JLPT (open-anki-jlpt-decks)
億,おく,hundred million,N4,ja,JLPT (open-anki-jlpt-decks)
数学,すうがく,mathematics,N4,ja,JLPT (open-anki-jlpt-decks)
文化,ぶんか,culture,N4,ja,JLPT (open-anki-jlpt-decks)
払う,はらう,to pay,N4,ja,JLPT (open-anki-jlpt-decks)
習慣,しゅうかん,custom (in reference to culture),N4,ja,JLPT (open-anki-jlpt-decks)
焼ける,やける,"to burn, to be roasted",N4,ja,JLPT (open-anki-jlpt-decks)
君,きみ,you (informal for men),N4,ja,JLPT (open-anki-jlpt-decks)
冷える,ひえる,"to grow cold, to cool down",N4,ja,JLPT (open-anki-jlpt-decks)
点く,つく,"to be started, to be switched on",N4,ja,JLPT (open-anki-jlpt-decks)
この間,このあいだ,"the other day, recently",N4,ja,JLPT (open-anki-jlpt-decks)
格好,かっこう,"appearance, manner, shape, form, posture",N4,ja,JLPT (open-anki-jlpt-decks)
かまう,,"to mind, to care about, to be concerned about",N4,ja,JLPT (open-anki-jlpt-decks)
続ける,つづける,"to continue, to keep up",N4,ja,JLPT (open-anki-jlpt-decks)
落す,おとす,"to drop, to lose",N4,ja,JLPT (open-anki-jlpt-decks)
明日,あす,tomorrow,N4,ja,JLPT (open-anki-jlpt-decks)
出発,しゅっぱつする,departure,N4,ja,JLPT (open-anki-jlpt-decks)
拝見,はいけんする,"(humble) (polite) seeing, look at",N4,ja,JLPT (open-anki-jlpt-decks)
割れる,われる,to break,N4,ja,JLPT (open-anki-jlpt-decks)
背中,せなか,back (of body),N4,ja,JLPT (open-anki-jlpt-decks)
新聞社,しんぶんしゃ,newspaper company,N4,ja,JLPT (open-anki-jlpt-decks)
いじめる,いじめる,"to bully, to torment",N4,ja,JLPT (open-anki-jlpt-decks)
回る、回す,まわる、まわす,"to go around, to revolve",N4,ja,JLPT (open-anki-jlpt-decks)
～君,～くん,"Mr. (junior) ~, master ~",N4,ja,JLPT (open-anki-jlpt-decks)
おっしゃる,おっしゃる,-- honorific expression for いう --,N4,ja,JLPT (open-anki-jlpt-decks)
眠い,ねむい,"sleepy, drowsy",N4,ja,JLPT (open-anki-jlpt-decks)
濡れる,ぬれる,to get wet,N4,ja,JLPT (open-anki-jlpt-decks)
倒れる,たおれる,"to collapse, to break down",N4,ja,JLPT (open-anki-jlpt-decks)
スーパー (マーケット),スーパー (マーケット),supermarket,N4,ja,JLPT (open-anki-jlpt-decks)
アクセサリー,アクセサリー,accessory,N4,ja,JLPT (open-anki-jlpt-decks)
考える,かんがえる,to think (about); to consider,N4,ja,JLPT (open-anki-jlpt-decks)
向かう,むかう,"to face, to go towards",N4,ja,JLPT (open-anki-jlpt-decks)
自由,じゆう,freedom,N4,ja,JLPT (open-anki-jlpt-decks)
仕方,しかた,way (of doing something),N4,ja,JLPT (open-anki-jlpt-decks)
首,くび,neck,N4,ja,JLPT (open-anki-jlpt-decks)
程,ほど,"degree, extent",N4,ja,JLPT (open-anki-jlpt-decks)
代わり,かわり,"substitute, replacement",N4,ja,JLPT (open-anki-jlpt-decks)
失敗,しっぱい,"failure, mistake",N4,ja,JLPT (open-anki-jlpt-decks)
工業,こうぎょう,(manufacturing) industry,N4,ja,JLPT (open-anki-jlpt-decks)
移る,うつる,to move (from a house); to transfer (from a department); to shift,N4,ja,JLPT (open-anki-jlpt-decks)
スーツケース,スーツケース,suitcase,N4,ja,JLPT (open-anki-jlpt-decks)
ひげ,ひげ,beard,N4,ja,JLPT (open-anki-jlpt-decks)
研究室,けんきゅうしつ,the professor's office; laboratory,N4,ja,JLPT (open-anki-jlpt-decks)
工場,こうじょう,factory,N4,ja,JLPT (open-anki-jlpt-decks)
紹介,しょうかい,an introduction,N4,ja,JLPT (open-anki-jlpt-decks)
けれど; けれども,けれど; けれども,"but, although",N4,ja,JLPT (open-anki-jlpt-decks)
舟,ふね,"ship, boat",N4,ja,JLPT (open-anki-jlpt-decks)
動く,うごく,to move,N4,ja,JLPT (open-anki-jlpt-decks)
～(に) ついて,～(に) ついて,"about, concerning",N4,ja,JLPT (open-anki-jlpt-decks)
コンサート,コンサート,concert,N4,ja,JLPT (open-anki-jlpt-decks)
虫,むし,insect,N4,ja,JLPT (open-anki-jlpt-decks)
優しい,やさしい,"kind (person), gentle (person), easy (problem)",N4,ja,JLPT (open-anki-jlpt-decks)
コンピュータ; コンピューター,コンピュータ; コンピューター,computer,N4,ja,JLPT (open-anki-jlpt-decks)
植える,うえる,to plant,N4,ja,JLPT (open-anki-jlpt-decks)
両方,りょうほう,"both sides, both parties",N4,ja,JLPT (open-anki-jlpt-decks)
汚れる,よごれる,to become dirty,N4,ja,JLPT (open-anki-jlpt-decks)
水泳,すいえい,swimming,N4,ja,JLPT (open-anki-jlpt-decks)
経験,けいけんする,experience,N4,ja,JLPT (open-anki-jlpt-decks)
勝つ,かつ,to win,N4,ja,JLPT (open-anki-jlpt-decks)
砂,すな,sand,N4,ja,JLPT (open-anki-jlpt-decks)
警察,けいさつ,police; police station,N4,ja,JLPT (open-anki-jlpt-decks)
取り替える,とりかえる,"to exchange, to replace",N4,ja,JLPT (open-anki-jlpt-decks)
急ぐ,いそぐ,"to hurry, to be in a hurry, to rush",N4,ja,JLPT (open-anki-jlpt-decks)
簡単,かんたん,simple,N4,ja,JLPT (open-anki-jlpt-decks)
参る,まいる,humble expression for 行く and 来る,N4,ja,JLPT (open-anki-jlpt-decks)
全然,ぜんぜん,"not at all; wholly, entirely",N4,ja,JLPT (open-anki-jlpt-decks)
特別,とくべつ,special,N4,ja,JLPT (open-anki-jlpt-decks)
復習,ふくしゅう,"review (of lessons), revision",N4,ja,JLPT (open-anki-jlpt-decks)
間に合う,まにあう,to be in time for,N4,ja,JLPT (open-anki-jlpt-decks)
役に立つ,やくにたつ,"to be helpful, to be useful",N4,ja,JLPT (open-anki-jlpt-decks)
もうすぐ,もうすぐ,very soon; in a few moments; days,N4,ja,JLPT (open-anki-jlpt-decks)
真中,まんなか,"middle, center",N4,ja,JLPT (open-anki-jlpt-decks)
戻る,もどる,to return (v.i.); to come back,N4,ja,JLPT (open-anki-jlpt-decks)
研究,けんきゅう,"study, research, investigation",N4,ja,JLPT (open-anki-jlpt-decks)
ケーキ,ケーキ,cake,N4,ja,JLPT (open-anki-jlpt-decks)
草,くさ,grass,N4,ja,JLPT (open-anki-jlpt-decks)
込む,こむ,to be crowded,N4,ja,JLPT (open-anki-jlpt-decks)
この頃,このごろ,"these days, nowadays",N4,ja,JLPT (open-anki-jlpt-decks)
訪ねる,たずねる,to visit,N4,ja,JLPT (open-anki-jlpt-decks)
下げる,さげる,to lower (v.t.); to hang,N4,ja,JLPT (open-anki-jlpt-decks)
花見,はなみ,cherry-blossom viewing,N4,ja,JLPT (open-anki-jlpt-decks)
途中,とちゅう,"on the way, midway",N4,ja,JLPT (open-anki-jlpt-decks)
入院,にゅういんする,hospitalization,N4,ja,JLPT (open-anki-jlpt-decks)
乗り換える,のりかえる,"to transfer (trains), to change (bus, train, etc.)",N4,ja,JLPT (open-anki-jlpt-decks)
別れる,わかれる,"to part from, to separate",N4,ja,JLPT (open-anki-jlpt-decks)
～町,～ちょう,the town of ~,N4,ja,JLPT (open-anki-jlpt-decks)
安全,あんぜん,"safety, security",N4,ja,JLPT (open-anki-jlpt-decks)
看護婦,かんごふ,(female) nurse,N4,ja,JLPT (open-anki-jlpt-decks)
見物,けんぶつ,sightseeing,N4,ja,JLPT (open-anki-jlpt-decks)
相談,そうだんする,consultation,N4,ja,JLPT (open-anki-jlpt-decks)
ガソリンスタンド,ガソリンスタンド,"gas station, service station",N4,ja,JLPT (open-anki-jlpt-decks)
テニス,テニス,tennis,N4,ja,JLPT (open-anki-jlpt-decks)
眠る,ねむる,to sleep,N4,ja,JLPT (open-anki-jlpt-decks)
上がる,あがる,"to rise, to go up",N4,ja,JLPT (open-anki-jlpt-decks)
翻訳,ほんやく,translation,N4,ja,JLPT (open-anki-jlpt-decks)
食事,しょくじする,meal,N4,ja,JLPT (open-anki-jlpt-decks)
お陰,おかげ,thanks or owing to,N4,ja,JLPT (open-anki-jlpt-decks)
娘,むすめ,daughter (humble),N4,ja,JLPT (open-anki-jlpt-decks)
湯,ゆ,hot water,N4,ja,JLPT (open-anki-jlpt-decks)
競争,きょうそう,"competition, contest",N4,ja,JLPT (open-anki-jlpt-decks)
会議,かいぎ,business meeting; conference,N4,ja,JLPT (open-anki-jlpt-decks)
湖,みずうみ,lake,N4,ja,JLPT (open-anki-jlpt-decks)
集まる,あつまる,"to gather (v.i.), to collect",N4,ja,JLPT (open-anki-jlpt-decks)
～にくい,～にくい,difficult to do ~,N4,ja,JLPT (open-anki-jlpt-decks)
生活,せいかつする,"living, life; to live",N4,ja,JLPT (open-anki-jlpt-decks)
糸,いと,thread,N4,ja,JLPT (open-anki-jlpt-decks)
関係,かんけい,"relation(ship), connection",N4,ja,JLPT (open-anki-jlpt-decks)
ピアノ,ピアノ,piano,N4,ja,JLPT (open-anki-jlpt-decks)
～目,～め,"number ~ sequence, ~nd; ~th",N4,ja,JLPT (open-anki-jlpt-decks)
番組,ばんぐみ,broadcast program,N4,ja,JLPT (open-anki-jlpt-decks)
急,きゅう,"urgent, sudden; steep",N4,ja,JLPT (open-anki-jlpt-decks)
棚,たな,"shelves, rack",N4,ja,JLPT (open-anki-jlpt-decks)
木綿,もめん,cotton,N4,ja,JLPT (open-anki-jlpt-decks)
輸出,ゆしゅつする,export,N4,ja,JLPT (open-anki-jlpt-decks)
タイプ,タイプ,"type, style",N4,ja,JLPT (open-anki-jlpt-decks)
すり,すり,pickpocket,N4,ja,JLPT (open-anki-jlpt-decks)
嬉しい,うれしい,to be happy; to be glad,N4,ja,JLPT (open-anki-jlpt-decks)
アルコール,アルコール,alcohol,N4,ja,JLPT (open-anki-jlpt-decks)
ソフト,ソフト,soft; soft hat; software,N4,ja,JLPT (open-anki-jlpt-decks)
神社,じんじゃ,Shinto shrine,N4,ja,JLPT (open-anki-jlpt-decks)
大分,だいぶ,"fairly well, to a large extent, considerably, pretty much",N4,ja,JLPT (open-anki-jlpt-decks)
楽しみ,たのしみ,"pleasure, joy",N4,ja,JLPT (open-anki-jlpt-decks)
趣味,しゅみ,hobby; pastime,N4,ja,JLPT (open-anki-jlpt-decks)
電報,でんぽう,telegram,N4,ja,JLPT (open-anki-jlpt-decks)
家内,かない,(one's own) wife,N4,ja,JLPT (open-anki-jlpt-decks)
指,ゆび,finger,N4,ja,JLPT (open-anki-jlpt-decks)
これから,これから,"from now on, after this",N4,ja,JLPT (open-anki-jlpt-decks)
たまに,たまに,occasionally,N4,ja,JLPT (open-anki-jlpt-decks)
社会,しゃかい,society,N4,ja,JLPT (open-anki-jlpt-decks)
expression,reading,meaning,N5,ja,JLPT (open-anki-jlpt-decks)
ああ,ああ,"Ah!, Oh!",N5,ja,JLPT (open-anki-jlpt-decks)
会う,あう,"to meet, to see",N5,ja,JLPT (open-anki-jlpt-decks)
青,あお,blue,N5,ja,JLPT (open-anki-jlpt-decks)
青い,あおい,blue,N5,ja,JLPT (open-anki-jlpt-decks)
赤,あか,red,N5,ja,JLPT (open-anki-jlpt-decks)
赤い,あかい,red,N5,ja,JLPT (open-anki-jlpt-decks)
明るい,あかるい,bright (in reference to personality or weather); cheerful,N5,ja,JLPT (open-anki-jlpt-decks)
秋,あき,fall (season),N5,ja,JLPT (open-anki-jlpt-decks)
開く,あく,"to open, to become open",N5,ja,JLPT (open-anki-jlpt-decks)
開ける,あける,to open (v.t.),N5,ja,JLPT (open-anki-jlpt-decks)
上げる,あげる,"to raise, to lift",N5,ja,JLPT (open-anki-jlpt-decks)
朝,あさ,morning,N5,ja,JLPT (open-anki-jlpt-decks)
朝御飯,あさごはん,breakfast,N5,ja,JLPT (open-anki-jlpt-decks)
明後日,あさって,day after tomorrow,N5,ja,JLPT (open-anki-jlpt-decks)
足; 脚,あし,foot; leg,N5,ja,JLPT (open-anki-jlpt-decks)
明日,あした,tomorrow,N5,ja,JLPT (open-anki-jlpt-decks)
あそこ,あそこ,"there, over there, that place",N5,ja,JLPT (open-anki-jlpt-decks)
遊ぶ,あそぶ,to play; to spend time pleasantly; to hang out,N5,ja,JLPT (open-anki-jlpt-decks)
暖かい,あたたかい,warm,N5,ja,JLPT (open-anki-jlpt-decks)
頭,あたま,head,N5,ja,JLPT (open-anki-jlpt-decks)
新しい,あたらしい,new,N5,ja,JLPT (open-anki-jlpt-decks)
あちら,あちら,this way (polite),N5,ja,JLPT (open-anki-jlpt-decks)
暑い,あつい,"hot (in reference to weather), warm",N5,ja,JLPT (open-anki-jlpt-decks)
熱い,あつい,hot (objects),N5,ja,JLPT (open-anki-jlpt-decks)
厚い,あつい,"kind, warm(hearted), thick, deep",N5,ja,JLPT (open-anki-jlpt-decks)
あっち,あっち,over there,N5,ja,JLPT (open-anki-jlpt-decks)
後,あと,afterwards (later); in the future; the rest; since then,N5,ja,JLPT (open-anki-jlpt-decks)
あなた,あなた,you,N5,ja,JLPT (open-anki-jlpt-decks)
兄,あに,(my) older brother (humble),N5,ja,JLPT (open-anki-jlpt-decks)
姉,あね,(my) older sister (humble),N5,ja,JLPT (open-anki-jlpt-decks)
アパート,アパート,apartment (abbr.),N5,ja,JLPT (open-anki-jlpt-decks)
あの,あの,"that over there; like that, that way; um...",N5,ja,JLPT (open-anki-jlpt-decks)
浴びる,あびる,"to bathe, to shower",N5,ja,JLPT (open-anki-jlpt-decks)
危ない,あぶない,"dangerous, critical",N5,ja,JLPT (open-anki-jlpt-decks)
甘い,あまい,"generous, sweet",N5,ja,JLPT (open-anki-jlpt-decks)
余り,あまり,not very; surplus,N5,ja,JLPT (open-anki-jlpt-decks)
雨,あめ,rain,N5,ja,JLPT (open-anki-jlpt-decks)
飴,あめ,(hard) candy,N5,ja,JLPT (open-anki-jlpt-decks)
洗う,あらう,to wash,N5,ja,JLPT (open-anki-jlpt-decks)
在る,ある,"to be, to have",N5,ja,JLPT (open-anki-jlpt-decks)
有る,ある,"to be, to have",N5,ja,JLPT (open-anki-jlpt-decks)
歩く,あるく,to walk,N5,ja,JLPT (open-anki-jlpt-decks)
あれ,あれ,that one (over there),N5,ja,JLPT (open-anki-jlpt-decks)
いい; よい,いい; よい,good,N5,ja,JLPT (open-anki-jlpt-decks)
いいえ,いいえ,"no, not at all",N5,ja,JLPT (open-anki-jlpt-decks)
言う,いう,to say,N5,ja,JLPT (open-anki-jlpt-decks)
家,いえ,"house, home",N5,ja,JLPT (open-anki-jlpt-decks)
いかが,いかが,"how, in what way",N5,ja,JLPT (open-anki-jlpt-decks)
行く,いく; ゆく,to go,N5,ja,JLPT (open-anki-jlpt-decks)
いくつ,いくつ,"how many, how old",N5,ja,JLPT (open-anki-jlpt-decks)
いくら,いくら,"how much, how many",N5,ja,JLPT (open-anki-jlpt-decks)
池,いけ,pond,N5,ja,JLPT (open-anki-jlpt-decks)
医者,いしゃ,doctor; physician,N5,ja,JLPT (open-anki-jlpt-decks)
椅子,いす,chair,N5,ja,JLPT (open-anki-jlpt-decks)
忙しい,いそがしい,"busy (people, days)",N5,ja,JLPT (open-anki-jlpt-decks)
痛い,いたい,hurt; painful; sore,N5,ja,JLPT (open-anki-jlpt-decks)
一,いち,one,N5,ja,JLPT (open-anki-jlpt-decks)
一日,いちにち,one day (duration),N5,ja,JLPT (open-anki-jlpt-decks)
一番,いちばん,"best (most), first, number one",N5,ja,JLPT (open-anki-jlpt-decks)
いつ,いつ,when,N5,ja,JLPT (open-anki-jlpt-decks)
五日,いつか,five days; fifth day of the month,N5,ja,JLPT (open-anki-jlpt-decks)
一緒,いっしょ,together,N5,ja,JLPT (open-anki-jlpt-decks)
五つ,いつつ,five things,N5,ja,JLPT (open-anki-jlpt-decks)
いつも,いつも,"always, usually, every time, never (with neg. verb)",N5,ja,JLPT (open-anki-jlpt-decks)
犬,いぬ,dog,N5,ja,JLPT (open-anki-jlpt-decks)
今,いま,now,N5,ja,JLPT (open-anki-jlpt-decks)
意味,いみ,"meaning, significance",N5,ja,JLPT (open-anki-jlpt-decks)
妹,いもうと,younger sister (humble),N5,ja,JLPT (open-anki-jlpt-decks)
嫌,いや,"disagreeable, detestable, unpleasant",N5,ja,JLPT (open-anki-jlpt-decks)
入口,いりぐち,entrance,N5,ja,JLPT (open-anki-jlpt-decks)
居る,いる,"(humble) to be (animate), to exist",N5,ja,JLPT (open-anki-jlpt-decks)
要る,いる,to need,N5,ja,JLPT (open-anki-jlpt-decks)
入れる,いれる,to put in,N5,ja,JLPT (open-anki-jlpt-decks)
色,いろ,color,N5,ja,JLPT (open-anki-jlpt-decks)
色々,いろいろ,various,N5,ja,JLPT (open-anki-jlpt-decks)
上,うえ,"above (up, top, etc.), over, on top of",N5,ja,JLPT (open-anki-jlpt-decks)
後ろ,うしろ,"back, behind, rear",N5,ja,JLPT (open-anki-jlpt-decks)
薄い,うすい,"thin, weak",N5,ja,JLPT (open-anki-jlpt-decks)
歌,うた,a song,N5,ja,JLPT (open-anki-jlpt-decks)
歌う,うたう,to sing,N5,ja,JLPT (open-anki-jlpt-decks)
うち,うち,home; house; my place,N5,ja,JLPT (open-anki-jlpt-decks)
生まれる,うまれる,to be born,N5,ja,JLPT (open-anki-jlpt-decks)
海,うみ,"sea, beach",N5,ja,JLPT (open-anki-jlpt-decks)
売る,うる,to sell (v.t.),N5,ja,JLPT (open-anki-jlpt-decks)
うるさい,うるさい,noisy; annoying,N5,ja,JLPT (open-anki-jlpt-decks)
上着,うわぎ,"coat, jacket",N5,ja,JLPT (open-anki-jlpt-decks)
絵,え,a painting; a picture; a drawing,N5,ja,JLPT (open-anki-jlpt-decks)
映画,えいが,"movie, film",N5,ja,JLPT (open-anki-jlpt-decks)
映画館,えいがかん,"movie theater, cinema",N5,ja,JLPT (open-anki-jlpt-decks)
英語,えいご,English (language),N5,ja,JLPT (open-anki-jlpt-decks)
ええ,ええ,yes,N5,ja,JLPT (open-anki-jlpt-decks)
駅,えき,station,N5,ja,JLPT (open-anki-jlpt-decks)
エレベーター,エレベーター,elevator,N5,ja,JLPT (open-anki-jlpt-decks)
～円,～えん,Yen,N5,ja,JLPT (open-anki-jlpt-decks)
鉛筆,えんぴつ,pencil,N5,ja,JLPT (open-anki-jlpt-decks)
お～,お～,honorable ~ (honorific),N5,ja,JLPT (open-anki-jlpt-decks)
美味しい,おいしい,"delicious, tasty",N5,ja,JLPT (open-anki-jlpt-decks)
多い,おおい,many; there are a lot,N5,ja,JLPT (open-anki-jlpt-decks)
大きい,おおきい,"big, large",N5,ja,JLPT (open-anki-jlpt-decks)
大きな,おおきな,big,N5,ja,JLPT (open-anki-jlpt-decks)
大勢,おおぜい,great number of people,N5,ja,JLPT (open-anki-jlpt-decks)
お母さん,おかあさん,mother (formal),N5,ja,JLPT (open-anki-jlpt-decks)
お菓子,おかし,"confections, sweets, snack",N5,ja,JLPT (open-anki-jlpt-decks)
お金,おかね,money,N5,ja,JLPT (open-anki-jlpt-decks)
起きる,おきる,"to get up (e.g., from sleeping); to happen",N5,ja,JLPT (open-anki-jlpt-decks)
置く,おく,to put; to lay; to place,N5,ja,JLPT (open-anki-jlpt-decks)
奥さん,おくさん,(someone else's) wife (hon.),N5,ja,JLPT (open-anki-jlpt-decks)
お酒,おさけ,sake; alcohol,N5,ja,JLPT (open-anki-jlpt-decks)
お皿,おさら,"plate, dish",N5,ja,JLPT (open-anki-jlpt-decks)
伯父; 叔父さん,おじさん,"uncle, middle-aged man",N5,ja,JLPT (open-anki-jlpt-decks)
おじいさん,おじいさん,"grandfather, male senior citizen",N5,ja,JLPT (open-anki-jlpt-decks)
教える,おしえる,"to teach, to inform, to instruct",N5,ja,JLPT (open-anki-jlpt-decks)
押す,おす,"to push, to press, to stamp (e.g., a passport)",N5,ja,JLPT (open-anki-jlpt-decks)
遅い,おそい,slow; (to be) late,N5,ja,JLPT (open-anki-jlpt-decks)
お茶,おちゃ,(green) tea,N5,ja,JLPT (open-anki-jlpt-decks)
お手洗い,おてあらい,"toilet, restroom, bathroom (lit., a place to wash one's hands)",N5,ja,JLPT (open-anki-jlpt-decks)
お父さん,おとうさん,father (formal),N5,ja,JLPT (open-anki-jlpt-decks)
弟,おとうと,younger brother,N5,ja,JLPT (open-anki-jlpt-decks)
男,おとこ,"man, male",N5,ja,JLPT (open-anki-jlpt-decks)
男の子,おとこのこ,boy,N5,ja,JLPT (open-anki-jlpt-decks)
一昨日,おととい,the day before yesterday,N5,ja,JLPT (open-anki-jlpt-decks)
おととし,おととし,year before last,N5,ja,JLPT (open-anki-jlpt-decks)
大人,おとな,adult,N5,ja,JLPT (open-anki-jlpt-decks)
お腹,おなか,stomach,N5,ja,JLPT (open-anki-jlpt-decks)
同じ,おなじ,"same, identical",N5,ja,JLPT (open-anki-jlpt-decks)
お兄さん,おにいさん,(someone else's) older brother (formal),N5,ja,JLPT (open-anki-jlpt-decks)
お姉さん,おねえさん,older sister (formal),N5,ja,JLPT (open-anki-jlpt-decks)
伯母さん; 叔母さん,おばさん,aunt,N5,ja,JLPT (open-anki-jlpt-decks)
おばあさん,おばあさん,"grandmother, female senior-citizen",N5,ja,JLPT (open-anki-jlpt-decks)
お風呂,おふろ,a bath,N5,ja,JLPT (open-anki-jlpt-decks)
お弁当,おべんとう,a boxed lunch,N5,ja,JLPT (open-anki-jlpt-decks)
覚える,おぼえる,"to learn, to commit to memory, to remember, to memorize",N5,ja,JLPT (open-anki-jlpt-decks)
おまわりさん,おまわりさん,policeman (friendly term),N5,ja,JLPT (open-anki-jlpt-decks)
重い,おもい,heavy; serious,N5,ja,JLPT (open-anki-jlpt-decks)
面白い,おもしろい,"interesting, amusing",N5,ja,JLPT (open-anki-jlpt-decks)
泳ぐ,およぐ,to swim,N5,ja,JLPT (open-anki-jlpt-decks)
降りる,おりる,to get off,N5,ja,JLPT (open-anki-jlpt-decks)
