word,reading,meaning,level,language,source
終る,おわる,"to finish, to close",N5,ja,JLPT (open-anki-jlpt-decks)
音楽,おんがく,Music,N5,ja,JLPT (open-anki-jlpt-decks)
女,おんな,"woman, female",N5,ja,JLPT (open-anki-jlpt-decks)
女の子,おんなのこ,girl,N5,ja,JLPT (open-anki-jlpt-decks)
～回,～かい,counter for occurrences (~ times),N5,ja,JLPT (open-anki-jlpt-decks)
～階,～かい,counter for stories (floors) of a building,N5,ja,JLPT (open-anki-jlpt-decks)
外国,がいこく,foreign country; abroad,N5,ja,JLPT (open-anki-jlpt-decks)
外国人,がいこくじん,foreigner,N5,ja,JLPT (open-anki-jlpt-decks)
会社,かいしゃ,"company, corporation",N5,ja,JLPT (open-anki-jlpt-decks)
階段,かいだん,stairs,N5,ja,JLPT (open-anki-jlpt-decks)
買い物,かいもの,shopping,N5,ja,JLPT (open-anki-jlpt-decks)
買う,かう,to buy,N5,ja,JLPT (open-anki-jlpt-decks)
返す,かえす,to return something,N5,ja,JLPT (open-anki-jlpt-decks)
帰る,かえる,"to go back, to go home, to return",N5,ja,JLPT (open-anki-jlpt-decks)
顔,かお,face (body part),N5,ja,JLPT (open-anki-jlpt-decks)
かかる,かかる,"it takes (amount of time, money) (v.i.)",N5,ja,JLPT (open-anki-jlpt-decks)
鍵,かぎ,a lock; a key,N5,ja,JLPT (open-anki-jlpt-decks)
書く,かく,to write,N5,ja,JLPT (open-anki-jlpt-decks)
学生,がくせい,student,N5,ja,JLPT (open-anki-jlpt-decks)
～か月,～かげつ,(number of) months,N5,ja,JLPT (open-anki-jlpt-decks)
掛ける,かける,"to put on (e.g., glasses); to hang (e.g., on a wall)",N5,ja,JLPT (open-anki-jlpt-decks)
かける,かける,"to dial/call (e.g., phone); to sit down",N5,ja,JLPT (open-anki-jlpt-decks)
傘,かさ,"umbrella, parasol",N5,ja,JLPT (open-anki-jlpt-decks)
貸す,かす,to lend,N5,ja,JLPT (open-anki-jlpt-decks)
風,かぜ,"wind, breeze",N5,ja,JLPT (open-anki-jlpt-decks)
風邪,かぜ,"cold, flu",N5,ja,JLPT (open-anki-jlpt-decks)
方,かた,-- honorific form for 人 (ひと) --; way of doing,N5,ja,JLPT (open-anki-jlpt-decks)
家族,かぞく,"family, members of a family",N5,ja,JLPT (open-anki-jlpt-decks)
片仮名,かたかな,katakana,N5,ja,JLPT (open-anki-jlpt-decks)
～月,～がつ,month of year,N5,ja,JLPT (open-anki-jlpt-decks)
学校,がっこう,a school,N5,ja,JLPT (open-anki-jlpt-decks)
カップ,カップ,cup,N5,ja,JLPT (open-anki-jlpt-decks)
家庭,かてい,home; family,N5,ja,JLPT (open-anki-jlpt-decks)
角,かど,"corner (e.g., desk, pavement)",N5,ja,JLPT (open-anki-jlpt-decks)
かばん,かばん,"bag, basket",N5,ja,JLPT (open-anki-jlpt-decks)
花瓶,かびん,(flower) vase,N5,ja,JLPT (open-anki-jlpt-decks)
かぶる,かぶる,"to wear, to put on (e.g., a hat on the head)",N5,ja,JLPT (open-anki-jlpt-decks)
紙,かみ,paper,N5,ja,JLPT (open-anki-jlpt-decks)
カメラ,カメラ,camera,N5,ja,JLPT (open-anki-jlpt-decks)
火曜日,かようび,Tuesday,N5,ja,JLPT (open-anki-jlpt-decks)
辛い,からい,hot and spicy; salty,N5,ja,JLPT (open-anki-jlpt-decks)
体,からだ,body; health,N5,ja,JLPT (open-anki-jlpt-decks)
借りる,かりる,"to borrow, to owe",N5,ja,JLPT (open-anki-jlpt-decks)
～がる,～がる,feel,N5,ja,JLPT (open-anki-jlpt-decks)
軽い,かるい,"light, non-serious, minor",N5,ja,JLPT (open-anki-jlpt-decks)
カレー,カレー,curry (abbr. for curry and rice),N5,ja,JLPT (open-anki-jlpt-decks)
カレンダー,カレンダー,calendar,N5,ja,JLPT (open-anki-jlpt-decks)
川; 河,かわ,river,N5,ja,JLPT (open-anki-jlpt-decks)
～側,～がわ,~ side,N5,ja,JLPT (open-anki-jlpt-decks)
可愛い,かわいい,"cute, adorable",N5,ja,JLPT (open-anki-jlpt-decks)
漢字,かんじ,kanji; Chinese character,N5,ja,JLPT (open-anki-jlpt-decks)
木,き,"tree, wood, timber",N5,ja,JLPT (open-anki-jlpt-decks)
黄色,きいろ,yellow,N5,ja,JLPT (open-anki-jlpt-decks)
黄色い,きいろい,yellow,N5,ja,JLPT (open-anki-jlpt-decks)
消える,きえる,"to vanish, to disappear",N5,ja,JLPT (open-anki-jlpt-decks)
聞く,きく,"to hear, to listen, to ask",N5,ja,JLPT (open-anki-jlpt-decks)
北,きた,north,N5,ja,JLPT (open-anki-jlpt-decks)
ギター,ギター,guitar,N5,ja,JLPT (open-anki-jlpt-decks)
汚い,きたない,"dirty, unclean, filthy",N5,ja,JLPT (open-anki-jlpt-decks)
喫茶店,きっさてん,café,N5,ja,JLPT (open-anki-jlpt-decks)
切手,きって,postal (postage) stamps,N5,ja,JLPT (open-anki-jlpt-decks)
切符,きっぷ,a ticket,N5,ja,JLPT (open-anki-jlpt-decks)
昨日,きのう,yesterday,N5,ja,JLPT (open-anki-jlpt-decks)
九,きゅう,nine,N5,ja,JLPT (open-anki-jlpt-decks)
牛肉,ぎゅうにく,beef,N5,ja,JLPT (open-anki-jlpt-decks)
牛乳,ぎゅうにゅう,milk,N5,ja,JLPT (open-anki-jlpt-decks)
今日,きょう,"today, this day",N5,ja,JLPT (open-anki-jlpt-decks)
教室,きょうしつ,classroom,N5,ja,JLPT (open-anki-jlpt-decks)
兄弟,きょうだい,"siblings (humble), brothers and sisters",N5,ja,JLPT (open-anki-jlpt-decks)
去年,きょねん,last year,N5,ja,JLPT (open-anki-jlpt-decks)
嫌い,きらい,dislike,N5,ja,JLPT (open-anki-jlpt-decks)
切る,きる,to cut; to hang up (a phone),N5,ja,JLPT (open-anki-jlpt-decks)
着る,きる,to put on (clothes above your waist); to wear,N5,ja,JLPT (open-anki-jlpt-decks)
綺麗,きれい,"pretty, clean, tidy",N5,ja,JLPT (open-anki-jlpt-decks)
キロ; キログラム,キロ; キログラム,(abbr.) kilo (kilogram),N5,ja,JLPT (open-anki-jlpt-decks)
キロ; キロメートル,キロ; キロメートル,(abbr.) kilo (kilometer),N5,ja,JLPT (open-anki-jlpt-decks)
銀行,ぎんこう,bank,N5,ja,JLPT (open-anki-jlpt-decks)
金曜日,きんようび,Friday,N5,ja,JLPT (open-anki-jlpt-decks)
九,く,nine,N5,ja,JLPT (open-anki-jlpt-decks)
薬,くすり,medicine,N5,ja,JLPT (open-anki-jlpt-decks)
下さい,ください,(with te-form verb) please do for me,N5,ja,JLPT (open-anki-jlpt-decks)
果物,くだもの,fruit,N5,ja,JLPT (open-anki-jlpt-decks)
口,くち,job opening; mouth,N5,ja,JLPT (open-anki-jlpt-decks)
靴,くつ,"shoes, footwear",N5,ja,JLPT (open-anki-jlpt-decks)
靴下,くつした,socks,N5,ja,JLPT (open-anki-jlpt-decks)
国,くに,country; place of origin,N5,ja,JLPT (open-anki-jlpt-decks)
曇り,くもり,"cloudiness, cloudy weather",N5,ja,JLPT (open-anki-jlpt-decks)
曇る,くもる,"to become cloudy, to become dim",N5,ja,JLPT (open-anki-jlpt-decks)
暗い,くらい,"dark, gloomy",N5,ja,JLPT (open-anki-jlpt-decks)
～くらい; ぐらい,～くらい; ぐらい,approximate (quantity),N5,ja,JLPT (open-anki-jlpt-decks)
クラス,クラス,a class,N5,ja,JLPT (open-anki-jlpt-decks)
グラム,グラム,gram,N5,ja,JLPT (open-anki-jlpt-decks)
来る,くる,to come,N5,ja,JLPT (open-anki-jlpt-decks)
車,くるま,"car, vehicle",N5,ja,JLPT (open-anki-jlpt-decks)
黒,くろ,black,N5,ja,JLPT (open-anki-jlpt-decks)
黒い,くろい,black; dark,N5,ja,JLPT (open-anki-jlpt-decks)
警官,けいかん,police officer,N5,ja,JLPT (open-anki-jlpt-decks)
今朝,けさ,this morning,N5,ja,JLPT (open-anki-jlpt-decks)
消す,けす,"to erase, to delete, to turn off power",N5,ja,JLPT (open-anki-jlpt-decks)
結構,けっこう,"splendid; enough, tolerably",N5,ja,JLPT (open-anki-jlpt-decks)
結婚,けっこん (する),marriage (get married),N5,ja,JLPT (open-anki-jlpt-decks)
月曜日,げつようび,Monday,N5,ja,JLPT (open-anki-jlpt-decks)
玄関,げんかん,entrance (to a house or a building),N5,ja,JLPT (open-anki-jlpt-decks)
元気,げんき,"health(y), energetic",N5,ja,JLPT (open-anki-jlpt-decks)
～個,～こ,"counter for small items (e.g., fruits, cups)",N5,ja,JLPT (open-anki-jlpt-decks)
五,ご,five,N5,ja,JLPT (open-anki-jlpt-decks)
～語,～ご,"word, language",N5,ja,JLPT (open-anki-jlpt-decks)
公園,こうえん,a park,N5,ja,JLPT (open-anki-jlpt-decks)
交差点,こうさてん,intersection,N5,ja,JLPT (open-anki-jlpt-decks)
紅茶,こうちゃ,black tea,N5,ja,JLPT (open-anki-jlpt-decks)
交番,こうばん,police box,N5,ja,JLPT (open-anki-jlpt-decks)
声,こえ,voice,N5,ja,JLPT (open-anki-jlpt-decks)
コート,コート,"coat; court (e.g., tennis)",N5,ja,JLPT (open-anki-jlpt-decks)
コーヒー,コーヒー,coffee,N5,ja,JLPT (open-anki-jlpt-decks)
ここ,ここ,"here, this place",N5,ja,JLPT (open-anki-jlpt-decks)
午後,ごご,"afternoon, P.M.",N5,ja,JLPT (open-anki-jlpt-decks)
九日,ここのか,nine days; ninth day of the month,N5,ja,JLPT (open-anki-jlpt-decks)
九つ,ここのつ,nine things,N5,ja,JLPT (open-anki-jlpt-decks)
午前,ごぜん,"morning, A.M.",N5,ja,JLPT (open-anki-jlpt-decks)
答える,こたえる,"to answer, to reply",N5,ja,JLPT (open-anki-jlpt-decks)
こちら,こちら,this person (polite); this way (polite),N5,ja,JLPT (open-anki-jlpt-decks)
こっち,こっち,this person; this direction; this side,N5,ja,JLPT (open-anki-jlpt-decks)
コップ,コップ,a tumbler; a glass,N5,ja,JLPT (open-anki-jlpt-decks)
今年,ことし,this year,N5,ja,JLPT (open-anki-jlpt-decks)
言葉,ことば,language; word(s); expression(s),N5,ja,JLPT (open-anki-jlpt-decks)
子供,こども,child(ren),N5,ja,JLPT (open-anki-jlpt-decks)
この,この,this,N5,ja,JLPT (open-anki-jlpt-decks)
御飯,ごはん,rice (cooked); meal,N5,ja,JLPT (open-anki-jlpt-decks)
コピーする,コピーする,to copy,N5,ja,JLPT (open-anki-jlpt-decks)
困る,こまる,"to be bothered, to have difficulty",N5,ja,JLPT (open-anki-jlpt-decks)
これ,これ,this one,N5,ja,JLPT (open-anki-jlpt-decks)
～ころ; ～ごろ,～ころ; ～ごろ,"about, toward, approximately (time)",N5,ja,JLPT (open-anki-jlpt-decks)
今月,こんげつ,this month,N5,ja,JLPT (open-anki-jlpt-decks)
今週,こんしゅう,this week,N5,ja,JLPT (open-anki-jlpt-decks)
こんな,こんな,"such, like this",N5,ja,JLPT (open-anki-jlpt-decks)
今晩,こんばん,"tonight, this evening",N5,ja,JLPT (open-anki-jlpt-decks)
さあ,さあ,"come now, well",N5,ja,JLPT (open-anki-jlpt-decks)
～歳,～さい,~ years old,N5,ja,JLPT (open-anki-jlpt-decks)
財布,さいふ,wallet,N5,ja,JLPT (open-anki-jlpt-decks)
魚,さかな,fish,N5,ja,JLPT (open-anki-jlpt-decks)
先,さき,"future; recent, previous",N5,ja,JLPT (open-anki-jlpt-decks)
咲く,さく,to bloom,N5,ja,JLPT (open-anki-jlpt-decks)
作文,さくぶん,essay; composition,N5,ja,JLPT (open-anki-jlpt-decks)
差す,さす,"to raise (stretch out) hands, to raise (e.g., umbrella)",N5,ja,JLPT (open-anki-jlpt-decks)
～冊,～さつ,counter for books,N5,ja,JLPT (open-anki-jlpt-decks)
雑誌,ざっし,"magazine, journal",N5,ja,JLPT (open-anki-jlpt-decks)
砂糖,さとう,sugar,N5,ja,JLPT (open-anki-jlpt-decks)
寒い,さむい,cold (in reference to weather),N5,ja,JLPT (open-anki-jlpt-decks)
さ来年,さらいねん,year after next,N5,ja,JLPT (open-anki-jlpt-decks)
～さん,～さん,"Mr. ~, Ms. ~",N5,ja,JLPT (open-anki-jlpt-decks)
三,さん,three,N5,ja,JLPT (open-anki-jlpt-decks)
散歩,さんぽ (する),"walk, stroll",N5,ja,JLPT (open-anki-jlpt-decks)
四,し,four,N5,ja,JLPT (open-anki-jlpt-decks)
～時,～じ,~ o'clock (time),N5,ja,JLPT (open-anki-jlpt-decks)
塩,しお,salt,N5,ja,JLPT (open-anki-jlpt-decks)
しかし,しかし,however; but,N5,ja,JLPT (open-anki-jlpt-decks)
時間,じかん,time,N5,ja,JLPT (open-anki-jlpt-decks)
～時間,～じかん,~ hours,N5,ja,JLPT (open-anki-jlpt-decks)
仕事,しごと,"work, job, occupation, employment",N5,ja,JLPT (open-anki-jlpt-decks)
辞書,じしょ,dictionary,N5,ja,JLPT (open-anki-jlpt-decks)
静か,しずか,"quiet, calm",N5,ja,JLPT (open-anki-jlpt-decks)
下,した,"under, below, beneath",N5,ja,JLPT (open-anki-jlpt-decks)
七,しち,seven,N5,ja,JLPT (open-anki-jlpt-decks)
質問,しつもん,"question, inquiry",N5,ja,JLPT (open-anki-jlpt-decks)
自転車,じてんしゃ,bicycle,N5,ja,JLPT (open-anki-jlpt-decks)
自動車,じどうしゃ,automobile,N5,ja,JLPT (open-anki-jlpt-decks)
死ぬ,しぬ,to die,N5,ja,JLPT (open-anki-jlpt-decks)
字引,じびき,dictionary,N5,ja,JLPT (open-anki-jlpt-decks)
自分,じぶん,"myself, oneself",N5,ja,JLPT (open-anki-jlpt-decks)
閉まる,しまる,"to close, to be closed",N5,ja,JLPT (open-anki-jlpt-decks)
閉める,しめる,"to close, to shut",N5,ja,JLPT (open-anki-jlpt-decks)
締める,しめる,"to tie, to fasten, to tighten",N5,ja,JLPT (open-anki-jlpt-decks)
じゃ; じゃあ,じゃ; じゃあ,"well, well then",N5,ja,JLPT (open-anki-jlpt-decks)
写真,しゃしん,a picture; a photograph,N5,ja,JLPT (open-anki-jlpt-decks)
シャツ,シャツ,shirt,N5,ja,JLPT (open-anki-jlpt-decks)
シャワー,シャワー,shower,N5,ja,JLPT (open-anki-jlpt-decks)
十,じゅう,ten,N5,ja,JLPT (open-anki-jlpt-decks)
～中,～じゅう,"during, while",N5,ja,JLPT (open-anki-jlpt-decks)
～週間,～しゅうかん,~ weeks,N5,ja,JLPT (open-anki-jlpt-decks)
授業,じゅぎょう,a class (of school),N5,ja,JLPT (open-anki-jlpt-decks)
宿題,しゅくだい,homework,N5,ja,JLPT (open-anki-jlpt-decks)
上手,じょうず,"be good at, skillful",N5,ja,JLPT (open-anki-jlpt-decks)
丈夫,じょうぶ,"strong, solid, durable",N5,ja,JLPT (open-anki-jlpt-decks)
醤油,しょうゆ,soy sauce,N5,ja,JLPT (open-anki-jlpt-decks)
食堂,しょくどう,"cafeteria, dining hall",N5,ja,JLPT (open-anki-jlpt-decks)
知る,しる,"to know, to understand",N5,ja,JLPT (open-anki-jlpt-decks)
白,しろ,white,N5,ja,JLPT (open-anki-jlpt-decks)
白い,しろい,white,N5,ja,JLPT (open-anki-jlpt-decks)
～人,～じん,counter for people,N5,ja,JLPT (open-anki-jlpt-decks)
新聞,しんぶん,newspaper,N5,ja,JLPT (open-anki-jlpt-decks)
水曜日,すいようび,Wednesday,N5,ja,JLPT (open-anki-jlpt-decks)
吸う,すう,"to breathe in, to suck",N5,ja,JLPT (open-anki-jlpt-decks)
スカート,スカート,skirt,N5,ja,JLPT (open-anki-jlpt-decks)
好き,すき,"liking, fondness, love",N5,ja,JLPT (open-anki-jlpt-decks)
～すぎ,～すぎ,"past; to exceed, ~ too much",N5,ja,JLPT (open-anki-jlpt-decks)
少ない,すくない,a little; a few,N5,ja,JLPT (open-anki-jlpt-decks)
すぐに,すぐに,"immediately, soon",N5,ja,JLPT (open-anki-jlpt-decks)
少し,すこし,"little, few",N5,ja,JLPT (open-anki-jlpt-decks)
涼しい,すずしい,"cool, refreshing (in reference to weather)",N5,ja,JLPT (open-anki-jlpt-decks)
～ずつ,～ずつ,at a time,N5,ja,JLPT (open-anki-jlpt-decks)
ストーブ,ストーブ,heater (lit: stove),N5,ja,JLPT (open-anki-jlpt-decks)
スプーン,スプーン,spoon,N5,ja,JLPT (open-anki-jlpt-decks)
スポーツ,スポーツ,sport(s),N5,ja,JLPT (open-anki-jlpt-decks)
ズボン,ズボン,trousers,N5,ja,JLPT (open-anki-jlpt-decks)
住む,すむ,"to reside, to live in",N5,ja,JLPT (open-anki-jlpt-decks)
する,する,"to do, to try; to wear small items (e.g., necktie, watch, etc.)",N5,ja,JLPT (open-anki-jlpt-decks)
座る,すわる,to sit,N5,ja,JLPT (open-anki-jlpt-decks)
背,せい,"(one's) height, stature",N5,ja,JLPT (open-anki-jlpt-decks)
生徒,せいと,student; pupil,N5,ja,JLPT (open-anki-jlpt-decks)
セーター,セーター,sweater,N5,ja,JLPT (open-anki-jlpt-decks)
石鹸,せっけん,soap,N5,ja,JLPT (open-anki-jlpt-decks)
背広,せびろ,men's suit,N5,ja,JLPT (open-anki-jlpt-decks)
狭い,せまい,narrow; not spacious,N5,ja,JLPT (open-anki-jlpt-decks)
ゼロ,ゼロ,zero,N5,ja,JLPT (open-anki-jlpt-decks)
千,せん,thousand,N5,ja,JLPT (open-anki-jlpt-decks)
先月,せんげつ,last month,N5,ja,JLPT (open-anki-jlpt-decks)
先週,せんしゅう,last week,N5,ja,JLPT (open-anki-jlpt-decks)
先生,せんせい,"teacher, professor; master; doctor",N5,ja,JLPT (open-anki-jlpt-decks)
洗濯,せんたく,"washing, laundry",N5,ja,JLPT (open-anki-jlpt-decks)
全部,ぜんぶ,"all, entire, whole",N5,ja,JLPT (open-anki-jlpt-decks)
そう; そうです,そう; そうです,"yes; appears, to be the case",N5,ja,JLPT (open-anki-jlpt-decks)
掃除,そうじ (する),"cleaning, sweeping",N5,ja,JLPT (open-anki-jlpt-decks)
そうして; そして,そうして; そして,"and, like that",N5,ja,JLPT (open-anki-jlpt-decks)
そこ,そこ,"that place, there; bottom, sole",N5,ja,JLPT (open-anki-jlpt-decks)
そちら,そちら,over there,N5,ja,JLPT (open-anki-jlpt-decks)
そっち,そっち,over there,N5,ja,JLPT (open-anki-jlpt-decks)
外,そと,"outside, exterior",N5,ja,JLPT (open-anki-jlpt-decks)
その,その,that,N5,ja,JLPT (open-anki-jlpt-decks)
そば,そば,"near, close, beside; Japanese traditional buckwheat noodle",N5,ja,JLPT (open-anki-jlpt-decks)
空,そら,sky,N5,ja,JLPT (open-anki-jlpt-decks)
それ,それ,that one,N5,ja,JLPT (open-anki-jlpt-decks)
それから,それから,"and then, after that",N5,ja,JLPT (open-anki-jlpt-decks)
それでは,それでは,"in that situation, well then...",N5,ja,JLPT (open-anki-jlpt-decks)
～台,～だい,counter for vehicles; machines,N5,ja,JLPT (open-anki-jlpt-decks)
大学,だいがく,college; university,N5,ja,JLPT (open-anki-jlpt-decks)
大使館,たいしかん,embassy,N5,ja,JLPT (open-anki-jlpt-decks)
大丈夫,だいじょうぶ,It's ok (all right); No need to worry; Everything is under control,N5,ja,JLPT (open-anki-jlpt-decks)
大好き,だいすき,"very like-able, like very much",N5,ja,JLPT (open-anki-jlpt-decks)
大切,たいせつ,important,N5,ja,JLPT (open-anki-jlpt-decks)
台所,だいどころ,kitchen,N5,ja,JLPT (open-anki-jlpt-decks)
大変,たいへん,"very; difficult, hard",N5,ja,JLPT (open-anki-jlpt-decks)
高い,たかい,"tall, high; expensive",N5,ja,JLPT (open-anki-jlpt-decks)
～だけ,～だけ,"only ~, just ~, as ~",N5,ja,JLPT (open-anki-jlpt-decks)
沢山,たくさん,"many, much",N5,ja,JLPT (open-anki-jlpt-decks)
タクシー,タクシー,taxi,N5,ja,JLPT (open-anki-jlpt-decks)
出す,だす,to take (something) out; to hand in (something),N5,ja,JLPT (open-anki-jlpt-decks)
～たち,～たち,plural suffix,N5,ja,JLPT (open-anki-jlpt-decks)
立つ,たつ,to stand up,N5,ja,JLPT (open-anki-jlpt-decks)
たて,たて,"length, height",N5,ja,JLPT (open-anki-jlpt-decks)
建物,たてもの,building,N5,ja,JLPT (open-anki-jlpt-decks)
楽しい,たのしい,"enjoyable, fun",N5,ja,JLPT (open-anki-jlpt-decks)
頼む,たのむ,"to request, to ask (a favor)",N5,ja,JLPT (open-anki-jlpt-decks)
たばこ,たばこ,"tobacco, cigarettes",N5,ja,JLPT (open-anki-jlpt-decks)
多分,たぶん,"perhaps, probably, maybe",N5,ja,JLPT (open-anki-jlpt-decks)
食べ物,たべもの,food,N5,ja,JLPT (open-anki-jlpt-decks)
食べる,たべる,to eat,N5,ja,JLPT (open-anki-jlpt-decks)
卵,たまご,egg,N5,ja,JLPT (open-anki-jlpt-decks)
誰,だれ,who,N5,ja,JLPT (open-anki-jlpt-decks)
誰か,だれか,someone,N5,ja,JLPT (open-anki-jlpt-decks)
誕生日,たんじょうび,birthday,N5,ja,JLPT (open-anki-jlpt-decks)
段々,だんだん,"gradually, by degrees",N5,ja,JLPT (open-anki-jlpt-decks)
小さい,ちいさい,"small, little",N5,ja,JLPT (open-anki-jlpt-decks)
小さな,ちいさな,"small, little",N5,ja,JLPT (open-anki-jlpt-decks)
近い,ちかい,"near, close by, short",N5,ja,JLPT (open-anki-jlpt-decks)
違う,ちがう,to be different; to differ; wrong,N5,ja,JLPT (open-anki-jlpt-decks)
近く,ちかく,nearby; in the neighborhood,N5,ja,JLPT (open-anki-jlpt-decks)
地下鉄,ちかてつ,"underground train, subway",N5,ja,JLPT (open-anki-jlpt-decks)
地図,ちず,a map,N5,ja,JLPT (open-anki-jlpt-decks)
父,ちち,(my) father,N5,ja,JLPT (open-anki-jlpt-decks)
茶色,ちゃいろ,brown,N5,ja,JLPT (open-anki-jlpt-decks)
茶碗,ちゃわん,rice bowl,N5,ja,JLPT (open-anki-jlpt-decks)
～中,～ちゅう,"during, while ~ing",N5,ja,JLPT (open-anki-jlpt-decks)
丁度,ちょうど,"just, right, exactly",N5,ja,JLPT (open-anki-jlpt-decks)
ちょっと,ちょっと,"a little, somewhat; just a little, somewhat",N5,ja,JLPT (open-anki-jlpt-decks)
一日,ついたち,one day; first day of the month,N5,ja,JLPT (open-anki-jlpt-decks)
使う,つかう,to use,N5,ja,JLPT (open-anki-jlpt-decks)
